ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand
32,Halle,Halle Open,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,Rublev,Kohlschreiber,7,128,5910,617,7,6,6,2,0,0,0,0,0,0,2,0,Completed,RUS,2014,68,188,Right-Handed,GER,2001,70,178,Right-Handed
32,Halle,Halle Open,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,Basilashvili,Harris,30,51,1820,1198,6,4,7,6,0,0,0,0,0,0,2,0,Completed,GEO,2008,79,185,Right-Handed,RSA,2015,80,193,Right-Handed
32,Halle,Halle Open,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,Auger-aliassime,Giron,21,75,2423,945,6,3,6,2,0,0,0,0,0,0,2,0,Completed,CAN,2016,84,188,Right-Handed,USA,2014,77,180,Right-Handed
32,Halle,Halle Open,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,Humbert,Korda,31,52,1815,1187,6,2,6,7,6,4,0,0,0,0,2,1,Completed,FRA,2016,73,188,Left-Handed,USA,2018,77,196,Right-Handed
32,Halle,Halle Open,2021-06-19,ATP500,Outdoor,Grass,Semifinals,3,Rublev,Basilashvili,7,30,5910,1820,6,1,3,6,6,3,0,0,0,0,2,1,Completed,RUS,2014,68,188,Right-Handed,GEO,2008,79,185,Right-Handed
32,Halle,Halle Open,2021-06-19,ATP500,Outdoor,Grass,Semifinals,3,Humbert,Auger-aliassime,31,21,1815,2423,6,4,3,6,7,6,0,0,0,0,2,1,Completed,FRA,2016,73,188,Left-Handed,CAN,2016,84,188,Right-Handed
32,Halle,Halle Open,2021-06-20,ATP500,Outdoor,Grass,The Final,3,Humbert,Rublev,31,7,1815,5910,6,3,7,6,0,0,0,0,0,0,2,0,Completed,FRA,2016,73,188,Left-Handed,RUS,2014,68,188,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-14,ATP500,Outdoor,Grass,1st Round,3,Draper,Sinner,309,23,168,2320,7,6,7,6,0,0,0,0,0,0,2,0,Completed,GBR,2018,82,191,Left-Handed,ITA,2018,76,188,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-14,ATP500,Outdoor,Grass,1st Round,3,Millman,Opelka,43,32,1496,1806,7,6,5,7,7,6,0,0,0,0,2,1,Completed,AUS,2006,79,183,Right-Handed,USA,2015,100,211,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-14,ATP500,Outdoor,Grass,1st Round,3,Norrie,Vinolas,41,38,1510,1595,4,6,6,3,6,4,0,0,0,0,2,1,Completed,GBR,2017,80,188,Left-Handed,ESP,2007,80,188,Left-Handed
33,Queens Club,Queen's Club Championships,2021-06-14,ATP500,Outdoor,Grass,1st Round,3,Mannarino,Broady,42,146,1501,499,6,4,6,4,0,0,0,0,0,0,2,0,Completed,FRA,2004,70,180,Left-Handed,GBR,2014,78,183,Left-Handed
33,Queens Club,Queen's Club Championships,2021-06-14,ATP500,Outdoor,Grass,1st Round,3,Troicki,Sonego,230,26,294,2042,6,4,6,4,0,0,0,0,0,0,2,0,Completed,SRB,2006,86,193,Right-Handed,ITA,2013,76,191,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-14,ATP500,Outdoor,Grass,1st Round,3,Karatsev,Tabilo,24,171,2274,418,3,6,6,4,6,2,0,0,0,0,2,1,Completed,RUS,2011,85,185,Right-Handed,CHI,2015,75,188,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Berrettini,Travaglia,9,88,4103,870,7,6,7,6,0,0,0,0,0,0,2,0,Completed,ITA,2015,95,196,Right-Handed,ITA,2008,80,185,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Bublik,Chardy,39,59,1591,1133,6,4,3,6,6,3,0,0,0,0,2,1,Completed,KAZ,2014,76,196,Right-Handed,FRA,2005,75,188,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,De Minaur,Djere,22,55,2350,1168,3,6,6,3,6,4,0,0,0,0,2,1,Completed,AUS,2015,69,180,Right-Handed,SRB,2013,80,185,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Evans,Popyrin,25,67,2106,1019,6,4,6,4,0,0,0,0,0,0,2,0,Completed,GBR,2006,75,175,Right-Handed,AUS,2017,78,196,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Tiafoe,Bedene,65,60,1078,1121,4,6,6,3,6,4,0,0,0,0,2,1,Completed,USA,2015,77,188,Right-Handed,GBR,2008,72,183,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Murray,Paire,124,46,640,1387,6,3,6,2,0,0,0,0,0,0,2,0,Completed,GBR,2005,84,191,Right-Handed,FRA,2007,80,196,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Fognini,Lu,29,624,1843,45,6,4,7,6,0,0,0,0,0,0,2,0,Completed,ITA,2004,74,178,Right-Handed,TPE,2001,74,180,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Shapovalov,Vukic,14,207,2780,327,7,6,7,6,0,0,0,0,0,0,2,0,Completed,CAN,2016,76,183,Left-Handed,AUS,2018,85,188,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-15,ATP500,Outdoor,Grass,1st Round,3,Cilic,Ofner,37,174,1615,409,6,2,6,7,7,6,0,0,0,0,2,1,Completed,CRO,2005,89,198,Right-Handed,AUT,2014,81,191,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-16,ATP500,Outdoor,Grass,2nd Round,3,De Minaur,Millman,22,43,2350,1496,6,1,6,3,0,0,0,0,0,0,2,0,Completed,AUS,2015,69,180,Right-Handed,AUS,2006,79,183,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-16,ATP500,Outdoor,Grass,2nd Round,3,Norrie,Karatsev,41,24,1510,2274,7,5,6,2,0,0,0,0,0,0,2,0,Completed,GBR,2017,80,188,Left-Handed,RUS,2011,85,185,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-16,ATP500,Outdoor,Grass,2nd Round,3,Draper,Bublik,309,39,168,1591,7,6,7,6,0,0,0,0,0,0,2,0,Completed,GBR,2018,82,191,Left-Handed,KAZ,2014,76,196,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-16,ATP500,Outdoor,Grass,2nd Round,3,Cilic,Fognini,37,29,1615,1843,6,3,7,6,0,0,0,0,0,0,2,0,Completed,CRO,2005,89,198,Right-Handed,ITA,2004,74,178,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-17,ATP500,Outdoor,Grass,2nd Round,3,Evans,Mannarino,25,42,2106,1501,6,4,7,6,0,0,0,0,0,0,2,0,Completed,GBR,2006,75,175,Right-Handed,FRA,2004,70,180,Left-Handed
33,Queens Club,Queen's Club Championships,2021-06-17,ATP500,Outdoor,Grass,2nd Round,3,Berrettini,Murray,9,124,4103,640,6,3,6,3,0,0,0,0,0,0,2,0,Completed,ITA,2015,95,196,Right-Handed,GBR,2005,84,191,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-17,ATP500,Outdoor,Grass,2nd Round,3,Shapovalov,Lopez,14,64,2780,1080,6,2,6,3,0,0,0,0,0,0,2,0,Completed,CAN,2016,76,183,Left-Handed,ESP,1997,73,185,Left-Handed
33,Queens Club,Queen's Club Championships,2021-06-17,ATP500,Outdoor,Grass,2nd Round,3,Tiafoe,Troicki,65,230,1078,294,6,3,7,6,0,0,0,0,0,0,2,0,Completed,USA,2015,77,188,Right-Handed,SRB,2006,86,193,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,Berrettini,Evans,9,25,4103,2106,7,6,6,3,0,0,0,0,0,0,2,0,Completed,ITA,2015,95,196,Right-Handed,GBR,2006,75,175,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,De Minaur,Cilic,22,37,2350,1615,3,6,6,3,6,4,0,0,0,0,2,1,Completed,AUS,2015,69,180,Right-Handed,CRO,2005,89,198,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-18,ATP500,Outdoor,Grass,Quarterfinals,3,Norrie,Draper,41,309,1510,168,6,3,6,3,0,0,0,0,0,0,2,0,Completed,GBR,2017,80,188,Left-Handed,GBR,2018,82,191,Left-Handed
33,Queens Club,Queen's Club Championships,2021-06-19,ATP500,Outdoor,Grass,Quarterfinals,3,Shapovalov,Tiafoe,14,65,2780,1078,6,3,6,4,0,0,0,0,0,0,2,0,Completed,CAN,2016,76,183,Left-Handed,USA,2015,77,188,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-19,ATP500,Outdoor,Grass,Semifinals,3,Berrettini,De Minaur,9,22,4103,2350,6,4,6,4,0,0,0,0,0,0,2,0,Completed,ITA,2015,95,196,Right-Handed,AUS,2015,69,180,Right-Handed
33,Queens Club,Queen's Club Championships,2021-06-19,ATP500,Outdoor,Grass,Semifinals,3,Norrie,Shapovalov,41,14,1510,2780,7,5,6,3,0,0,0,0,0,0,2,0,Completed,GBR,2017,80,188,Left-Handed,CAN,2016,76,183,Left-Handed
33,Queens Club,Queen's Club Championships,2021-06-20,ATP500,Outdoor,Grass,The Final,3,Berrettini,Norrie,9,41,4103,1510,6,4,6,7,6,3,0,0,0,0,2,1,Completed,ITA,2015,95,196,Right-Handed,GBR,2017,80,188,Left-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Gerasimov,Tsonga,72,83,937,880,6,3,6,4,0,0,0,0,0,0,2,0,Completed,BLR,2010,84,183,Right-Handed,FRA,2004,91,188,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Popyrin,Gombos,67,94,1019,822,4,6,6,4,6,1,0,0,0,0,2,1,Completed,AUS,2017,78,196,Right-Handed,SVK,2009,85,196,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Ivashka,Gray,87,1133,863,7,6,2,7,6,0,0,0,0,0,0,2,0,Completed,BLR,2013,83,196,Right-Handed,unknown,2009,85,196,unknown
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Millman,Clarke,43,230,1521,301,6,3,6,2,0,0,0,0,0,0,2,0,Completed,AUS,2006,79,183,Right-Handed,GBR,2016,83,183,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Bublik,Kukushkin,39,106,1616,740,6,1,6,4,0,0,0,0,0,0,2,0,Completed,KAZ,2014,76,196,Right-Handed,KAZ,2006,72,183,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Purcell,Duckworth,283,88,197,851,6,2,3,6,7,6,0,0,0,0,2,1,Completed,AUS,2016,75,185,Right-Handed,AUS,2010,82,183,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Ruusuvuori,Vinolas,79,40,911,1595,6,4,6,3,0,0,0,0,0,0,2,0,Completed,FIN,2018,79,188,Right-Handed,ESP,2007,80,188,Left-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Seppi,Nishioka,95,57,822,1142,7,6,6,1,0,0,0,0,0,0,2,0,Completed,ITA,2002,75,191,Right-Handed,JPN,2014,64,170,Left-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Davidovich Fokina,Ymer,35,98,1723,796,7,5,6,1,0,0,0,0,0,0,2,0,Completed,ESP,2017,80,183,Right-Handed,SWE,2015,75,183,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Fucsovics,Bedene,49,64,1344,1089,7,6,3,6,7,6,0,0,0,0,2,1,Completed,HUN,2010,82,188,Right-Handed,GBR,2008,72,183,Right-Handed
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Broady,Tiafoe,144,56,499,1148,6,3,7,6,0,0,0,0,0,0,2,0,Completed,GBR,2014,78,183,Left-Handed,USA,2015,77,188,Right-Handed
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Purcell,Monfils,283,16,197,2568,6,4,5,7,6,4,0,0,0,0,2,1,Completed,AUS,2016,75,185,Right-Handed,FRA,2004,80,193,Right-Handed
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Bublik,Gerasimov,39,72,1616,937,6,2,6,2,0,0,0,0,0,0,2,0,Completed,KAZ,2014,76,196,Right-Handed,BLR,2010,84,183,Right-Handed
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Seppi,Ruusuvuori,95,79,822,911,6,2,6,3,0,0,0,0,0,0,2,0,Completed,ITA,2002,75,191,Right-Handed,FIN,2018,79,188,Right-Handed
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Sonego,Millman,27,43,2042,1521,6,4,6,2,0,0,0,0,0,0,2,0,Completed,ITA,2013,76,191,Right-Handed,AUS,2006,79,183,Right-Handed
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Ivashka,Popyrin,87,67,863,1019,6,7,7,5,6,3,0,0,0,0,2,1,Completed,BLR,2013,83,196,Right-Handed,AUS,2017,78,196,Right-Handed
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Kwon,Fucsovics,77,49,921,1344,7,6,6,7,6,3,0,0,0,0,2,1,Completed,KOR,2015,72,180,Right-Handed,HUN,2010,82,188,Right-Handed
34,Eastbourne,Viking International,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3,Sonego,Bublik,27,39,2042,1616,6,1,7,5,0,0,0,0,0,0,2,0,Completed,ITA,2013,76,191,Right-Handed,KAZ,2014,76,196,Right-Handed
34,Eastbourne,Viking International,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3,Kwon,Ivashka,77,87,921,863,6,4,7,5,0,0,0,0,0,0,2,0,Completed,KOR,2015,72,180,Right-Handed,BLR,2013,83,196,Right-Handed
34,Eastbourne,Viking International,2021-06-25,ATP250,Outdoor,Grass,Semifinals,3,Sonego,Purcell,27,283,2042,197,6,1,3,6,6,1,0,0,0,0,2,1,Completed,ITA,2013,76,191,Right-Handed,AUS,2016,75,185,Right-Handed
34,Eastbourne,Viking International,2021-06-25,ATP250,Outdoor,Grass,Semifinals,3,De Minaur,Kwon,18,77,2485,921,6,3,7,6,0,0,0,0,0,0,2,0,Completed,AUS,2015,69,180,Right-Handed,KOR,2015,72,180,Right-Handed
34,Eastbourne,Viking International,2021-06-26,ATP250,Outdoor,Grass,The Final,3,De Minaur,Sonego,18,27,2485,2042,4,6,6,4,7,6,0,0,0,0,2,1,Completed,AUS,2015,69,180,Right-Handed,ITA,2013,76,191,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-20,ATP250,Outdoor,Grass,1st Round,3,Thompson,Andujar,76,70,922,1005,2,6,7,6,6,2,0,0,0,0,2,1,Completed,AUS,2013,73,183,Right-Handed,ESP,2003,76,180,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-20,ATP250,Outdoor,Grass,1st Round,3,Mannarino,Struff,42,45,1526,1455,7,6,6,3,0,0,0,0,0,0,2,0,Completed,FRA,2004,70,180,Left-Handed,GER,2009,87,196,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-21,ATP250,Outdoor,Grass,1st Round,3,Ruud,Simon,14,93,2690,823,6,4,7,6,0,0,0,0,0,0,2,0,Completed,NOR,2015,77,183,Right-Handed,FRA,2002,70,183,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-21,ATP250,Outdoor,Grass,1st Round,3,Moutet,Harris,85,51,873,1268,6,4,6,2,0,0,0,0,0,0,2,0,Completed,FRA,2016,71,175,Left-Handed,RSA,2015,80,193,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-21,ATP250,Outdoor,Grass,1st Round,3,Travaglia,Pella,86,59,870,1114,7,5,7,6,0,0,0,0,0,0,2,0,Completed,ITA,2008,80,185,Right-Handed,ARG,2007,83,185,Left-Handed
35,Mallorca,Mallorca Championships,2021-06-21,ATP250,Outdoor,Grass,1st Round,3,Klein,Lajovic,256,41,244,1540,6,4,7,6,0,0,0,0,0,0,2,0,Completed,SVK,2018,85,193,Right-Handed,SRB,2007,78,183,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-21,ATP250,Outdoor,Grass,1st Round,3,Sandgren,Munar,68,69,1011,1009,7,6,7,5,0,0,0,0,0,0,2,0,Completed,USA,2011,87,188,Right-Handed,ESP,2014,78,183,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-21,ATP250,Outdoor,Grass,1st Round,3,Khachanov,Pouille,29,96,1965,813,7,6,3,6,6,4,0,0,0,0,2,1,Completed,RUS,2013,88,198,Right-Handed,FRA,2012,81,185,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-22,ATP250,Outdoor,Grass,1st Round,3,Humbert,Kecmanovic,25,47,2270,1384,4,6,7,6,6,2,0,0,0,0,2,1,Completed,FRA,2016,73,188,Left-Handed,SRB,2017,75,183,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-22,ATP250,Outdoor,Grass,2nd Round,3,Ruud,Sandgren,14,68,2690,1011,6,3,6,4,0,0,0,0,0,0,2,0,Completed,NOR,2015,77,183,Right-Handed,USA,2011,87,188,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-22,ATP250,Outdoor,Grass,2nd Round,3,Medvedev,Moutet,2,85,10053,873,6,4,6,2,0,0,0,0,0,0,2,0,Completed,RUS,2014,81,198,Right-Handed,FRA,2016,71,175,Left-Handed
35,Mallorca,Mallorca Championships,2021-06-22,ATP250,Outdoor,Grass,2nd Round,3,Mannarino,Thiem,42,5,1526,7425,2,5,0,0,0,0,0,0,0,0,0,0,Retired,FRA,2004,70,180,Left-Handed,AUT,2011,82,185,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-22,ATP250,Outdoor,Grass,2nd Round,3,Lopez,Khachanov,90,29,830,1965,4,6,6,2,6,4,0,0,0,0,2,1,Completed,ESP,1997,73,185,Left-Handed,RUS,2013,88,198,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Querrey,Humbert,60,25,1113,2270,0,0,0,0,0,0,0,0,0,0,0,0,Walkover,USA,2006,95,198,Right-Handed,FRA,2016,73,188,Left-Handed
35,Mallorca,Mallorca Championships,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Thompson,Klein,76,256,922,244,6,4,6,4,0,0,0,0,0,0,2,0,Completed,AUS,2013,73,183,Right-Handed,SVK,2018,85,193,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3,Bautista Agut,Travaglia,10,86,3125,870,6,3,7,5,0,0,0,0,0,0,2,0,Completed,ESP,2005,76,183,Right-Handed,ITA,2008,80,185,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3,Carreno Busta,Thompson,13,76,2905,922,6,4,6,4,0,0,0,0,0,0,2,0,Completed,ESP,2009,78,188,Right-Handed,AUS,2013,73,183,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3,Medvedev,Ruud,2,14,10053,2690,7,5,6,1,0,0,0,0,0,0,2,0,Completed,RUS,2014,81,198,Right-Handed,NOR,2015,77,183,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3,Mannarino,Lopez,42,90,1526,830,6,4,3,6,6,3,0,0,0,0,2,1,Completed,FRA,2004,70,180,Left-Handed,ESP,1997,73,185,Left-Handed
35,Mallorca,Mallorca Championships,2021-06-25,ATP250,Outdoor,Grass,Semifinals,3,Medvedev,Carreno Busta,2,13,10053,2905,3,6,6,3,6,2,0,0,0,0,2,1,Completed,RUS,2014,81,198,Right-Handed,ESP,2009,78,188,Right-Handed
35,Mallorca,Mallorca Championships,2021-06-25,ATP250,Outdoor,Grass,Semifinals,3,Querrey,Mannarino,60,42,1113,1526,6,4,6,3,0,0,0,0,0,0,2,0,Completed,USA,2006,95,198,Right-Handed,FRA,2004,70,180,Left-Handed
35,Mallorca,Mallorca Championships,2021-06-26,ATP250,Outdoor,Grass,The Final,3,Medvedev,Querrey,2,60,10053,1113,6,4,6,2,0,0,0,0,0,0,2,0,Completed,RUS,2014,81,198,Right-Handed,USA,2006,95,198,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic,Draper,1,253,12113,255,4,6,6,1,6,2,6,2,0,0,3,1,Completed,SRB,2003,77,188,Right-Handed,GBR,2018,82,191,Left-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Tiafoe,Tsitsipas,57,4,1148,7980,6,4,6,4,6,3,0,0,0,0,3,0,Completed,USA,2015,77,188,Right-Handed,GRE,2016,83,193,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Kecmanovic,Bagnis,49,92,1309,828,6,4,3,6,6,3,7,6,0,0,3,1,Completed,SRB,2017,75,183,Right-Handed,ARG,2008,82,183,Left-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Fucsovics,Sinner,48,23,1344,2320,5,7,6,3,7,5,6,3,0,0,3,1,Completed,HUN,2010,82,188,Right-Handed,ITA,2018,76,188,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Bautista Agut,Millman,10,43,3125,1521,6,2,3,6,6,3,7,6,0,0,3,1,Completed,ESP,2005,76,183,Right-Handed,AUS,2006,79,183,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Rublev,Delbonis,7,47,6120,1360,4,6,6,4,6,1,6,2,0,0,3,1,Completed,RUS,2014,68,188,Right-Handed,ARG,2007,88,191,Left-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Khachanov,Mcdonald,29,108,1965,735,3,6,6,3,6,4,7,6,0,0,3,1,Completed,RUS,2013,88,198,Right-Handed,USA,2016,73,178,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Koepfer,Opelka,62,32,1108,1806,6,4,7,6,6,2,0,0,0,0,3,0,Completed,GER,2016,79,180,Left-Handed,USA,2015,100,211,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Martinez,Travaglia,107,88,736,870,6,3,2,6,6,4,6,4,0,0,3,1,Completed,ESP,2016,76,185,Right-Handed,ITA,2008,80,185,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Murray,Basilashvili,118,28,685,1985,6,4,6,3,5,7,6,3,0,0,3,1,Completed,GBR,2005,84,191,Right-Handed,GEO,2008,79,185,Right-Handed
36,London,Wimbledon,2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Broady,Cecchinato,143,86,509,878,6,3,6,4,6,0,0,0,0,0,3,0,Completed,GBR,2014,78,183,Left-Handed,ITA,2010,78,185,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Korda,De Minaur,50,15,1272,2690,6,3,6,4,6,7,7,6,0,0,3,1,Completed,USA,2018,77,196,Right-Handed,AUS,2015,69,180,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Evans,Lopez,26,89,2151,865,7,6,6,2,7,5,0,0,0,0,3,0,Completed,GBR,2006,75,175,Right-Handed,ESP,1997,73,185,Left-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Fognini,Vinolas,31,39,1868,1595,7,6,6,2,6,4,0,0,0,0,3,0,Completed,ITA,2004,74,178,Right-Handed,ESP,2007,80,188,Left-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Zverev,Griekspoor,6,124,7305,673,6,3,6,4,6,1,0,0,0,0,3,0,Completed,GER,2013,86,198,Right-Handed,NED,2015,85,188,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Schwartzman,Paire,11,46,3060,1387,6,3,6,4,6,0,0,0,0,0,3,0,Completed,ARG,2010,64,170,Right-Handed,FRA,2007,80,196,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Federer,Mannarino,8,41,4815,1571,6,4,6,7,3,6,6,2,0,0,2,2,Retired,SUI,1998,85,185,Right-Handed,FRA,2004,70,180,Left-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Medvedev,Struff,2,45,10280,1455,6,4,6,1,4,6,7,6,0,0,3,1,Completed,RUS,2014,81,198,Right-Handed,GER,2009,87,196,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Hurkacz,Musetti,18,63,2533,1106,6,4,7,6,6,1,0,0,0,0,3,0,Completed,ITA,2013,77,188,Right-Handed,ITA,2019,78,185,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Gerasimov,Clarke,73,230,941,301,6,3,3,6,7,6,6,2,0,0,3,1,Completed,BLR,2010,84,183,Right-Handed,GBR,2016,83,183,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Lajovic,Simon,42,97,1540,801,6,4,7,5,3,6,4,6,6,3,3,2,Completed,SRB,2007,78,183,Right-Handed,FRA,2002,70,183,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Shapovalov,Kohlschreiber,12,115,2915,697,6,4,4,6,6,3,5,7,6,4,3,2,Completed,CAN,2016,76,183,Left-Handed,GER,2001,70,178,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Harris,Berankis,51,80,1268,895,6,3,6,4,7,6,0,0,0,0,3,0,Completed,RSA,2015,80,193,Right-Handed,LTU,2007,70,175,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Djere,Cuevas,55,84,1168,881,5,7,6,4,6,4,6,4,0,0,3,1,Completed,SRB,2013,80,185,Right-Handed,URU,2004,80,180,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Kwon,Masur,71,222,986,316,6,7,6,3,6,4,6,4,0,0,3,1,Completed,KOR,2015,72,180,Right-Handed,GER,2013,79,183,Right-Handed
36,London,Wimbledon,2021-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Bolt,Krajinovic,149,44,482,1479,7,6,6,4,7,5,0,0,0,0,3,0,Completed,AUS,2011,84,183,Left-Handed,SRB,2008,75,185,Right-Handed
