ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-01,ATP500,Indoor,Hard,1st Round,3,Nishikori,Auger-aliassime,45,19,1355,2516,7,6,6,1,0,0,0,0,0,0,2,0,Completed,JPN,2007,75,178,Right-Handed,CAN,2016,84,188,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-01,ATP500,Indoor,Hard,1st Round,3,Murray,Haase,123,193,595,366,2,6,7,6,6,3,0,0,0,0,2,1,Completed,GBR,2005,84,191,Right-Handed,NED,2005,71,191,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-01,ATP500,Indoor,Hard,1st Round,3,Fucsovics,Opelka,59,38,1072,1457,7,6,6,7,7,6,0,0,0,0,2,1,Completed,HUN,2010,82,188,Right-Handed,USA,2015,100,211,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,De Minaur,Millman,23,39,2155,1421,6,1,6,4,0,0,0,0,0,0,2,0,Completed,AUS,2015,69,180,Right-Handed,AUS,2006,79,183,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,Rublev,Giron,8,80,4609,889,7,6,6,3,0,0,0,0,0,0,2,0,Completed,RUS,2014,68,188,Right-Handed,USA,2014,77,180,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,Hurkacz,Mannarino,30,36,1735,1641,6,3,7,6,0,0,0,0,0,0,2,0,Completed,ITA,2013,77,188,Right-Handed,FRA,2004,70,180,Left-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,Khachanov,Wawrinka,21,20,2290,2365,6,4,7,5,0,0,0,0,0,0,2,0,Completed,RUS,2013,88,198,Right-Handed,SUI,2002,81,183,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,Chardy,Humbert,64,31,1020,1726,4,6,7,6,7,6,0,0,0,0,2,1,Completed,FRA,2005,75,188,Right-Handed,FRA,2016,73,188,Left-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,Tsitsipas,Gerasimov,6,76,6595,936,7,6,7,5,0,0,0,0,0,0,2,0,Completed,GRE,2016,83,193,Right-Handed,BLR,2010,84,183,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Indoor,Hard,1st Round,3,Coric,Van De Zandschulp,26,147,1890,489,6,4,7,6,0,0,0,0,0,0,2,0,Completed,CRO,2013,79,185,Right-Handed,NED,2018,83,188,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,1st Round,3,Bublik,Zverev,43,7,1385,5615,7,5,6,3,0,0,0,0,0,0,2,0,Completed,KAZ,2014,76,196,Right-Handed,GER,2013,86,198,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,1st Round,3,Paul,Sonego,56,35,1080,1648,6,4,7,6,0,0,0,0,0,0,2,0,Completed,USA,2015,78,185,Right-Handed,ITA,2013,76,191,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,1st Round,3,Lajovic,Medvedev,27,3,1875,9735,7,6,6,4,0,0,0,0,0,0,2,0,Completed,SRB,2007,78,183,Right-Handed,RUS,2014,81,198,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,1st Round,3,Goffin,Struff,14,37,2760,1495,6,4,6,0,0,0,0,0,0,0,2,0,Completed,BEL,2009,68,180,Right-Handed,GER,2009,87,196,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,2nd Round,3,Nishikori,De Minaur,45,23,1355,2155,6,3,2,6,7,5,0,0,0,0,2,1,Completed,JPN,2007,75,178,Right-Handed,AUS,2015,69,180,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,2nd Round,3,Rublev,Murray,8,123,4609,595,7,5,6,2,0,0,0,0,0,0,2,0,Completed,RUS,2014,68,188,Right-Handed,GBR,2005,84,191,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Indoor,Hard,2nd Round,3,Khachanov,Norrie,21,65,2290,1015,6,2,6,2,0,0,0,0,0,0,2,0,Completed,RUS,2013,88,198,Right-Handed,GBR,2017,80,188,Left-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Indoor,Hard,2nd Round,3,Chardy,Goffin,64,14,1020,2760,7,6,7,6,0,0,0,0,0,0,2,0,Completed,FRA,2005,75,188,Right-Handed,BEL,2009,68,180,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Indoor,Hard,2nd Round,3,Paul,Bublik,56,43,1080,1385,6,7,6,3,6,1,0,0,0,0,2,1,Completed,USA,2015,78,185,Right-Handed,KAZ,2014,76,196,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Indoor,Hard,2nd Round,3,Tsitsipas,Hurkacz,6,30,6595,1735,6,4,4,6,7,5,0,0,0,0,2,1,Completed,GRE,2016,83,193,Right-Handed,ITA,2013,77,188,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Indoor,Hard,2nd Round,3,Coric,Lajovic,26,27,1890,1875,6,3,6,2,0,0,0,0,0,0,2,0,Completed,CRO,2013,79,185,Right-Handed,SRB,2007,78,183,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Indoor,Hard,2nd Round,3,Fucsovics,Davidovich Fokina,59,51,1072,1111,6,3,6,2,0,0,0,0,0,0,2,0,Completed,HUN,2010,82,188,Right-Handed,ESP,2017,80,183,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-05,ATP500,Indoor,Hard,Quarterfinals,3,Tsitsipas,Khachanov,6,21,6595,2290,4,6,6,3,7,5,0,0,0,0,2,1,Completed,GRE,2016,83,193,Right-Handed,RUS,2013,88,198,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-05,ATP500,Indoor,Hard,Quarterfinals,3,Rublev,Chardy,8,64,4609,1020,7,6,6,7,6,4,0,0,0,0,2,1,Completed,RUS,2014,68,188,Right-Handed,FRA,2005,75,188,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-05,ATP500,Indoor,Hard,Quarterfinals,3,Coric,Nishikori,26,45,1890,1355,7,6,7,6,0,0,0,0,0,0,2,0,Completed,CRO,2013,79,185,Right-Handed,JPN,2007,75,178,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-05,ATP500,Indoor,Hard,Quarterfinals,3,Fucsovics,Paul,59,56,1072,1080,6,4,6,3,0,0,0,0,0,0,2,0,Completed,HUN,2010,82,188,Right-Handed,USA,2015,78,185,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-06,ATP500,Indoor,Hard,Semifinals,3,Rublev,Tsitsipas,8,6,4609,6595,6,3,7,6,0,0,0,0,0,0,2,0,Completed,RUS,2014,68,188,Right-Handed,GRE,2016,83,193,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-06,ATP500,Indoor,Hard,Semifinals,3,Fucsovics,Coric,59,26,1072,1890,6,4,6,1,0,0,0,0,0,0,2,0,Completed,HUN,2010,82,188,Right-Handed,CRO,2013,79,185,Right-Handed
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-07,ATP500,Indoor,Hard,The Final,3,Rublev,Fucsovics,8,59,4609,1072,7,6,6,4,0,0,0,0,0,0,2,0,Completed,RUS,2014,68,188,Right-Handed,HUN,2010,82,188,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-08,ATP250,Outdoor,Hard,1st Round,3,Basilashvili,Millman,42,41,1405,1421,2,6,6,4,6,2,0,0,0,0,2,1,Completed,GEO,2008,79,185,Right-Handed,AUS,2006,79,183,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-08,ATP250,Outdoor,Hard,1st Round,3,Karatsev,Zayid,45,0,1382,0,6,4,6,0,0,0,0,0,0,0,2,0,Completed,RUS,2011,85,185,Right-Handed,unknown,2006,79,183,unknown
11,Doha,Qatar Exxon Mobil Open,2021-03-08,ATP250,Outdoor,Hard,1st Round,3,Bublik,Ramanathan,44,201,1385,355,6,4,6,2,0,0,0,0,0,0,2,0,Completed,KAZ,2014,76,196,Right-Handed,IND,2009,80,188,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-08,ATP250,Outdoor,Hard,1st Round,3,Fritz,Sonego,33,35,1695,1648,7,6,6,4,0,0,0,0,0,0,2,0,Completed,USA,2015,84,193,Right-Handed,ITA,2013,76,191,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-08,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut,Opelka,13,39,2770,1457,4,6,6,3,6,4,0,0,0,0,2,1,Completed,ESP,2005,76,183,Right-Handed,USA,2015,100,211,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-09,ATP250,Outdoor,Hard,1st Round,3,Evans,Chardy,28,54,1794,1110,6,4,1,6,6,2,0,0,0,0,2,1,Completed,GBR,2006,75,175,Right-Handed,FRA,2005,75,188,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-09,ATP250,Outdoor,Hard,1st Round,3,Fucsovics,Lajovic,46,27,1372,1875,7,6,6,3,0,0,0,0,0,0,2,0,Completed,HUN,2010,82,188,Right-Handed,SRB,2007,78,183,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-09,ATP250,Outdoor,Hard,1st Round,3,Harris,Wawrinka,84,20,873,2365,7,6,6,7,7,5,0,0,0,0,2,1,Completed,RSA,2015,80,193,Right-Handed,SUI,2002,81,183,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-09,ATP250,Outdoor,Hard,1st Round,3,Goffin,Krajinovic,14,32,2760,1718,6,4,6,4,0,0,0,0,0,0,2,0,Completed,BEL,2009,68,180,Right-Handed,SRB,2008,75,185,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Rublev,Gasquet,8,50,5019,1155,0,0,0,0,0,0,0,0,0,0,0,0,Walkover,RUS,2014,68,188,Right-Handed,FRA,2002,75,185,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov,Pospisil,11,67,2910,1013,7,5,6,4,0,0,0,0,0,0,2,0,Completed,CAN,2016,76,183,Left-Handed,CAN,2007,84,193,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Thiem,Karatsev,4,45,9125,1382,6,7,6,3,6,2,0,0,0,0,2,1,Completed,AUT,2011,82,185,Right-Handed,RUS,2011,85,185,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut,Bublik,13,44,2770,1385,6,4,6,3,0,0,0,0,0,0,2,0,Completed,ESP,2005,76,183,Right-Handed,KAZ,2014,76,196,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Fritz,Goffin,33,14,1695,2760,6,1,5,7,7,6,0,0,0,0,2,1,Completed,USA,2015,84,193,Right-Handed,BEL,2009,68,180,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili,Jaziri,42,262,1405,225,6,2,6,2,0,0,0,0,0,0,2,0,Completed,GEO,2008,79,185,Right-Handed,TUN,2003,82,185,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Federer,Evans,6,28,6630,1794,7,6,3,6,7,5,0,0,0,0,2,1,Completed,SUI,1998,85,185,Right-Handed,GBR,2006,75,175,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-10,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics,Harris,46,84,1372,873,4,6,7,6,6,2,0,0,0,0,2,1,Completed,HUN,2010,82,188,Right-Handed,RSA,2015,80,193,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-11,ATP250,Outdoor,Hard,Quarterfinals,3,Fritz,Shapovalov,33,11,1695,2910,5,7,6,3,7,5,0,0,0,0,2,1,Completed,USA,2015,84,193,Right-Handed,CAN,2016,76,183,Left-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-11,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev,Fucsovics,8,46,5019,1372,0,0,0,0,0,0,0,0,0,0,0,0,Walkover,RUS,2014,68,188,Right-Handed,HUN,2010,82,188,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-11,ATP250,Outdoor,Hard,Quarterfinals,3,Basilashvili,Federer,42,6,1405,6630,3,6,6,1,7,5,0,0,0,0,2,1,Completed,GEO,2008,79,185,Right-Handed,SUI,1998,85,185,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-12,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut,Rublev,13,8,2770,5019,6,3,6,3,0,0,0,0,0,0,2,0,Completed,ESP,2005,76,183,Right-Handed,RUS,2014,68,188,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-12,ATP250,Outdoor,Hard,Semifinals,3,Basilashvili,Fritz,42,33,1405,1695,7,6,6,1,0,0,0,0,0,0,2,0,Completed,GEO,2008,79,185,Right-Handed,USA,2015,84,193,Right-Handed
11,Doha,Qatar Exxon Mobil Open,2021-03-13,ATP250,Outdoor,Hard,The Final,3,Basilashvili,Bautista Agut,42,13,1405,2770,7,6,6,2,0,0,0,0,0,0,2,0,Completed,GEO,2008,79,185,Right-Handed,ESP,2005,76,183,Right-Handed
12,Marseille,Open 13,2021-03-08,ATP250,Indoor,Hard,1st Round,3,Ruusuvuori,Nishioka,87,59,851,1091,6,2,4,2,0,0,0,0,0,0,1,0,Retired,FIN,2018,79,188,Right-Handed,JPN,2014,64,170,Left-Handed
12,Marseille,Open 13,2021-03-08,ATP250,Indoor,Hard,1st Round,3,Sinner,Barrere,34,115,1694,655,7,6,6,7,7,5,0,0,0,0,2,1,Completed,ITA,2018,76,188,Right-Handed,FRA,2021,80,183,Right-Handed
12,Marseille,Open 13,2021-03-09,ATP250,Indoor,Hard,1st Round,3,Mcdonald,Travaglia,120,65,625,1024,7,6,7,6,0,0,0,0,0,0,2,0,Completed,USA,2016,73,178,Right-Handed,ITA,2008,80,185,Right-Handed
12,Marseille,Open 13,2021-03-09,ATP250,Indoor,Hard,1st Round,3,Rinderknech,Kukushkin,138,96,536,796,1,6,6,3,6,2,0,0,0,0,2,1,Completed,FRA,2018,86,196,Right-Handed,KAZ,2006,72,183,Right-Handed
12,Marseille,Open 13,2021-03-09,ATP250,Indoor,Hard,1st Round,3,Herbert,Nishikori,93,40,822,1445,6,1,6,4,0,0,0,0,0,0,2,0,Completed,FRA,2010,79,188,Right-Handed,JPN,2007,75,178,Right-Handed
12,Marseille,Open 13,2021-03-09,ATP250,Indoor,Hard,1st Round,3,Davidovich Fokina,Tsitsipas,52,970,1144,13,6,0,6,2,0,0,0,0,0,0,2,0,Completed,ESP,2017,80,183,Right-Handed,unknown,1997,73,185,unknown
12,Marseille,Open 13,2021-03-09,ATP250,Indoor,Hard,1st Round,3,Pouille,Molcan,81,286,887,202,7,5,6,3,0,0,0,0,0,0,2,0,Completed,FRA,2012,81,185,Right-Handed,SVK,2018,73,178,Right-Handed
12,Marseille,Open 13,2021-03-10,ATP250,Indoor,Hard,1st Round,3,Gerasimov,Hanfmann,76,105,936,750,6,2,6,0,0,0,0,0,0,0,2,0,Completed,BLR,2010,84,183,Right-Handed,GER,2015,84,193,Right-Handed
12,Marseille,Open 13,2021-03-10,ATP250,Indoor,Hard,1st Round,3,Norrie,Lestienne,63,219,1060,296,6,4,6,7,6,3,0,0,0,0,2,1,Completed,GBR,2017,80,188,Left-Handed,FRA,2012,72,180,Right-Handed
12,Marseille,Open 13,2021-03-10,ATP250,Indoor,Hard,2nd Round,3,Ebden,Ruusuvuori,287,87,200,851,6,2,6,2,0,0,0,0,0,0,2,0,Completed,AUS,2006,80,188,Right-Handed,FIN,2018,79,188,Right-Handed
12,Marseille,Open 13,2021-03-10,ATP250,Indoor,Hard,2nd Round,3,Khachanov,Mcdonald,21,120,2290,625,7,6,6,4,0,0,0,0,0,0,2,0,Completed,RUS,2013,88,198,Right-Handed,USA,2016,73,178,Right-Handed
12,Marseille,Open 13,2021-03-10,ATP250,Indoor,Hard,2nd Round,3,Sinner,Gaston,34,166,1694,425,6,4,6,1,0,0,0,0,0,0,2,0,Completed,ITA,2018,76,188,Right-Handed,FRA,2018,68,173,Left-Handed
12,Marseille,Open 13,2021-03-10,ATP250,Indoor,Hard,2nd Round,3,Humbert,Tsonga,31,66,1726,1015,6,3,6,4,0,0,0,0,0,0,2,0,Completed,FRA,2016,73,188,Left-Handed,FRA,2004,91,188,Right-Handed
12,Marseille,Open 13,2021-03-11,ATP250,Indoor,Hard,2nd Round,3,Herbert,Norrie,93,63,822,1060,6,3,6,4,0,0,0,0,0,0,2,0,Completed,FRA,2010,79,188,Right-Handed,GBR,2017,80,188,Left-Handed
12,Marseille,Open 13,2021-03-11,ATP250,Indoor,Hard,2nd Round,3,Rinderknech,Davidovich Fokina,138,52,536,1144,3,6,6,1,6,2,0,0,0,0,2,1,Completed,FRA,2018,86,196,Right-Handed,ESP,2017,80,183,Right-Handed
12,Marseille,Open 13,2021-03-11,ATP250,Indoor,Hard,2nd Round,3,Medvedev,Gerasimov,3,76,9735,936,6,2,6,4,0,0,0,0,0,0,2,0,Completed,RUS,2014,81,198,Right-Handed,BLR,2010,84,183,Right-Handed
12,Marseille,Open 13,2021-03-11,ATP250,Indoor,Hard,2nd Round,3,Tsitsipas,Pouille,5,81,6660,887,6,2,6,3,0,0,0,0,0,0,2,0,Completed,GRE,2016,83,193,Right-Handed,FRA,2012,81,185,Right-Handed
12,Marseille,Open 13,2021-03-12,ATP250,Indoor,Hard,Quarterfinals,3,Ebden,Khachanov,287,21,200,2290,4,6,6,4,6,2,0,0,0,0,2,1,Completed,AUS,2006,80,188,Right-Handed,RUS,2013,88,198,Right-Handed
12,Marseille,Open 13,2021-03-12,ATP250,Indoor,Hard,Quarterfinals,3,Medvedev,Sinner,3,34,9735,1694,6,2,6,4,0,0,0,0,0,0,2,0,Completed,RUS,2014,81,198,Right-Handed,ITA,2018,76,188,Right-Handed
12,Marseille,Open 13,2021-03-12,ATP250,Indoor,Hard,Quarterfinals,3,Herbert,Tsitsipas,93,5,822,6660,6,7,6,4,6,2,0,0,0,0,2,1,Completed,FRA,2010,79,188,Right-Handed,GRE,2016,83,193,Right-Handed
12,Marseille,Open 13,2021-03-12,ATP250,Indoor,Hard,Quarterfinals,3,Humbert,Rinderknech,31,138,1726,536,4,6,7,5,7,6,0,0,0,0,2,1,Completed,FRA,2016,73,188,Left-Handed,FRA,2018,86,196,Right-Handed
12,Marseille,Open 13,2021-03-13,ATP250,Indoor,Hard,Semifinals,3,Medvedev,Ebden,3,287,9735,200,6,4,3,0,0,0,0,0,0,0,1,0,Retired,RUS,2014,81,198,Right-Handed,AUS,2006,80,188,Right-Handed
12,Marseille,Open 13,2021-03-13,ATP250,Indoor,Hard,Semifinals,3,Herbert,Humbert,93,31,822,1726,6,3,6,2,0,0,0,0,0,0,2,0,Completed,FRA,2010,79,188,Right-Handed,FRA,2016,73,188,Left-Handed
12,Marseille,Open 13,2021-03-14,ATP250,Indoor,Hard,The Final,3,Medvedev,Herbert,3,93,9735,822,6,4,6,7,6,4,0,0,0,0,2,1,Completed,RUS,2014,81,198,Right-Handed,FRA,2010,79,188,Right-Handed
13,Santiago,Chile Open,2021-03-08,ATP250,Indoor,Clay,1st Round,3,Bagnis,Cecchinato,118,89,633,838,6,7,6,2,6,3,0,0,0,0,2,1,Completed,ARG,2008,82,183,Left-Handed,ITA,2010,78,185,Right-Handed
13,Santiago,Chile Open,2021-03-08,ATP250,Indoor,Clay,1st Round,3,Tiafoe,Jarry,64,746,1040,27,7,6,6,7,7,6,0,0,0,0,2,1,Completed,USA,2015,77,188,Right-Handed,CHI,2014,87,198,Right-Handed
13,Santiago,Chile Open,2021-03-09,ATP250,Indoor,Clay,1st Round,3,Coria,Mager,85,101,870,780,4,6,7,6,7,6,0,0,0,0,2,1,Completed,ARG,2010,73,180,Right-Handed,POL,2015,81,96,Right-Handed
13,Santiago,Chile Open,2021-03-09,ATP250,Indoor,Clay,1st Round,3,Delbonis,Munar,86,102,851,773,6,4,6,7,6,4,0,0,0,0,2,1,Completed,ARG,2007,88,191,Left-Handed,ESP,2014,78,183,Right-Handed
13,Santiago,Chile Open,2021-03-09,ATP250,Indoor,Clay,1st Round,3,Rune,Baez,410,257,102,229,6,3,6,2,0,0,0,0,0,0,2,0,Completed,DEN,2020,77,188,Right-Handed,ARG,2018,70,70,Right-Handed
13,Santiago,Chile Open,2021-03-09,ATP250,Indoor,Clay,1st Round,3,Martin,Cerundolo,104,112,753,686,6,1,6,2,0,0,0,0,0,0,2,0,Completed,ESP,1995,73,175,Right-Handed,ARG,2018,78,185,Right-Handed
13,Santiago,Chile Open,2021-03-09,ATP250,Indoor,Clay,1st Round,3,Cerundolo,Lama,182,657,392,37,7,5,6,2,0,0,0,0,0,0,2,0,Completed,ARG,2018,71,183,Left-Handed,unknown,2018,78,185,unknown
13,Santiago,Chile Open,2021-03-10,ATP250,Indoor,Clay,2nd Round,3,Djere,Sousa,57,110,1093,704,5,7,7,5,6,3,0,0,0,0,2,1,Completed,SRB,2013,80,185,Right-Handed,POR,2007,70,178,Right-Handed
13,Santiago,Chile Open,2021-03-10,ATP250,Indoor,Clay,2nd Round,3,Bagnis,Tiafoe,118,64,633,1040,7,6,7,6,0,0,0,0,0,0,2,0,Completed,ARG,2008,82,183,Left-Handed,USA,2015,77,188,Right-Handed
13,Santiago,Chile Open,2021-03-10,ATP250,Indoor,Clay,2nd Round,3,Delbonis,Martin,86,104,851,753,6,0,6,3,0,0,0,0,0,0,2,0,Completed,ARG,2007,88,191,Left-Handed,ESP,1995,73,175,Right-Handed
13,Santiago,Chile Open,2021-03-10,ATP250,Indoor,Clay,2nd Round,3,Rune,Paire,410,29,102,1738,6,2,6,3,0,0,0,0,0,0,2,0,Completed,DEN,2020,77,188,Right-Handed,FRA,2007,80,196,Right-Handed
13,Santiago,Chile Open,2021-03-11,ATP250,Indoor,Clay,2nd Round,3,Carballes Baena,Cerundolo,97,182,786,392,6,2,6,0,0,0,0,0,0,0,2,0,Completed,ESP,2011,76,180,Right-Handed,ARG,2018,71,183,Left-Handed
13,Santiago,Chile Open,2021-03-11,ATP250,Indoor,Clay,2nd Round,3,Varillas,Coria,171,85,414,870,6,4,7,6,0,0,0,0,0,0,2,0,Completed,PER,2016,77,185,Right-Handed,ARG,2010,73,180,Right-Handed
13,Santiago,Chile Open,2021-03-11,ATP250,Indoor,Clay,2nd Round,3,Garin,Tabilo,22,168,2180,419,6,2,6,2,0,0,0,0,0,0,2,0,Completed,CHI,2013,85,185,Right-Handed,CHI,2015,75,188,Right-Handed
13,Santiago,Chile Open,2021-03-12,ATP250,Indoor,Clay,Quarterfinals,3,Bagnis,Djere,118,57,633,1093,4,6,6,3,6,3,0,0,0,0,2,1,Completed,ARG,2008,82,183,Left-Handed,SRB,2013,80,185,Right-Handed
13,Santiago,Chile Open,2021-03-12,ATP250,Indoor,Clay,Quarterfinals,3,Delbonis,Rune,86,410,851,102,6,3,6,3,0,0,0,0,0,0,2,0,Completed,ARG,2007,88,191,Left-Handed,DEN,2020,77,188,Right-Handed
13,Santiago,Chile Open,2021-03-12,ATP250,Indoor,Clay,Quarterfinals,3,Garin,Varillas,22,171,2180,414,6,4,6,4,0,0,0,0,0,0,2,0,Completed,CHI,2013,85,185,Right-Handed,PER,2016,77,185,Right-Handed
13,Santiago,Chile Open,2021-03-13,ATP250,Indoor,Clay,Semifinals,3,Bagnis,Delbonis,118,86,633,851,7,5,6,3,0,0,0,0,0,0,2,0,Completed,ARG,2008,82,183,Left-Handed,ARG,2007,88,191,Left-Handed
13,Santiago,Chile Open,2021-03-13,ATP250,Indoor,Clay,Semifinals,3,Garin,Galan,22,121,2180,619,6,4,6,3,0,0,0,0,0,0,2,0,Completed,CHI,2013,85,185,Right-Handed,COL,2015,72,191,Right-Handed
13,Santiago,Chile Open,2021-03-14,ATP250,Indoor,Clay,The Final,3,Garin,Bagnis,22,118,2180,633,6,4,6,7,7,5,0,0,0,0,2,1,Completed,CHI,2013,85,185,Right-Handed,ARG,2008,82,183,Left-Handed
14,Acapulco,Abierto Mexicano,2021-03-16,ATP500,Outdoor,Hard,1st Round,3,Koepfer,Lopez Villasenor,71,563,976,55,6,4,6,2,0,0,0,0,0,0,2,0,Completed,GER,2016,79,180,Left-Handed,unknown,2008,82,183,unknown
14,Acapulco,Abierto Mexicano,2021-03-16,ATP500,Outdoor,Hard,1st Round,3,Isner,Caruso,27,84,1850,876,6,4,6,3,0,0,0,0,0,0,2,0,Completed,USA,2007,108,208,Right-Handed,ITA,2010,80,185,Right-Handed
14,Acapulco,Abierto Mexicano,2021-03-16,ATP500,Outdoor,Hard,1st Round,3,Zverev,Alcaraz,7,132,5635,561,6,3,6,1,0,0,0,0,0,0,2,0,Completed,GER,2013,86,198,Right-Handed,ESP,2018,72,185,Right-Handed
14,Acapulco,Abierto Mexicano,2021-03-16,ATP500,Outdoor,Hard,1st Round,3,Djere,Johnson,54,82,1106,885,6,2,6,3,0,0,0,0,0,0,2,0,Completed,SRB,2013,80,185,Right-Handed,USA,2012,86,188,Right-Handed
14,Acapulco,Abierto Mexicano,2021-03-16,ATP500,Outdoor,Hard,1st Round,3,Korda,Cilic,92,45,824,1373,7,5,6,2,0,0,0,0,0,0,2,0,Completed,USA,2018,77,196,Right-Handed,CRO,2005,89,198,Right-Handed
14,Acapulco,Abierto Mexicano,2021-03-17,ATP500,Outdoor,Hard,1st Round,3,Raonic,Paul,19,51,2450,1155,7,6,6,4,0,0,0,0,0,0,2,0,Completed,CAN,2008,98,196,Right-Handed,USA,2015,78,185,Right-Handed
14,Acapulco,Abierto Mexicano,2021-03-17,ATP500,Outdoor,Hard,1st Round,3,Musetti,Schwartzman,120,9,630,3640,6,3,2,6,6,4,0,0,0,0,2,1,Completed,ITA,2019,78,185,Right-Handed,ARG,2010,64,170,Right-Handed
14,Acapulco,Abierto Mexicano,2021-03-17,ATP500,Outdoor,Hard,1st Round,3,Tiafoe,Nakashima,56,145,1095,508,6,4,6,7,7,6,0,0,0,0,2,1,Completed,USA,2015,77,188,Right-Handed,USA,2019,84,185,Right-Handed
